0,1
"Realización e implementación de una planificación regional consensuada para el territorio del Delta del río Paraná –compartido por las jurisdicciones de las provincias de Buenos Aires, Entre Ríos y Santa Fe– para establecer y adaptar instrumentos y herramientas de gestión que permitan hacer frente de forma coordinada a las alteraciones en las variables climáticas atribuibles al cambio climático, que exacerban otras amenazas antrópicas y ponen en riesgo la integridad de este paisaje de humedales y las funciones ecosistémicas del mismo, fundamentales para el bienestar de las poblaciones humanas que viven en él, de las numerosas localidades aledañas a este territorio, y de la biodiversidad. De esta forma se espera contar con herramientas para llevar adelante y mejorar las prácticas productivas de forma sostenible (Manejo Sostenible de Tierras), basadas en los bienes y servicios que proveen los ecosistemas. Esto conlleva retomar lo ya elaborado en el Plan Integral Estratégico para la Conservación y Aprovechamiento Sostenible en el Delta del Paraná (PIECAS-DP), realizar análisis de riesgos asociados al cambio climático -incluyendo pero sin limitarse a aquellos vinculados al retroceso de los caudales medios del Paraná y algunos de sus afluentes, los cambios en el transporte de sedimentos, en los patrones de distribución de especies nativas y exóticas, especialmente para las que puedan ser invasoras, la acumulación de materia seca que pueda favorecer la propagación de incendios, la retracción de cuerpos de agua que facilite la pampeanización de los humedales, las afectaciones a la ictiofauna, entre otras- llevar adelante procesos participativos con todos los actores en territorio, fortalecer los planes de manejo de las diversas áreas protegidas que comprende con perspectiva de cambio climático y el ordenamiento ambiental del territorio, y generar herramientas que permitan la presencia sostenida de los distintos niveles del Estado, así como instrumentos de intervención ágiles frente a situaciones de emergencia.",
De esta forma se espera contar con herramientas para llevar adelante,
y mejorar las prácticas productivas de forma sostenible (Manejo,
"Sostenible de Tierras), basadas en los bienes y servicios que provee",
los ecosistemas.,
"Realización e implementación de una planificación regional consensuada para el territorio del Delta del río Paraná –compartido por las jurisdicciones de las provincias de Buenos Aires, Entre Ríos y Santa Fe– para establecer y adaptar instrumentos y herramientas de gestión que permitan hacer frente de forma coordinada a las alteraciones en las variables climáticas atribuibles al cambio climático, que exacerban otras amenazas antrópicas y ponen en riesgo la integridad de este paisaje de humedales y las funciones ecosistémicas del mismo, fundamentales para el bienestar de las poblaciones humanas que viven en él, de las numerosas localidades aledañas a este territorio, y de la biodiversidad. De esta forma se espera contar con herramientas para llevar adelante y mejorar las prácticas productivas de forma sostenible (Manejo Sostenible de Tierras), basadas en los bienes y servicios que proveen los ecosistemas. Esto conlleva retomar lo ya elaborado en el Plan Integral Estratégico para la Conservación y Aprovechamiento Sostenible en el Delta del Paraná (PIECAS-DP), realizar análisis de riesgos asociados al cambio climático -incluyendo pero sin limitarse a aquellos vinculados al retroceso de los caudales medios del Paraná y algunos de sus afluentes, los cambios en el transporte de sedimentos, en los patrones de distribución de especies nativas y exóticas, especialmente para las que puedan ser invasoras, la acumulación de materia seca que pueda favorecer la propagación de incendios, la retracción de cuerpos de agua que facilite la pampeanización de los humedales, las afectaciones a la ictiofauna, entre otras- llevar adelante procesos participativos con todos los actores en territorio, fortalecer los planes de manejo de las diversas áreas protegidas que comprende con perspectiva de cambio climático y el ordenamiento ambiental del territorio, y generar herramientas que permitan la presencia sostenida de los distintos niveles del Estado, así como instrumentos de intervención ágiles frente a situaciones de emergencia.",
Realización e implementación de una planificación regional,
consensuada para el territorio del Delta del río Paraná –compartido,
"por las jurisdicciones de las provincias de Buenos Aires, Entre Ríos y",
Santa Fe– para establecer y adaptar instrumentos y herramientas de,
gestión que permitan hacer frente de forma coordinada a las,
"alteraciones en las variables climáticas atribuibles al cambio climático,",
que exacerban otras amenazas antrópicas y ponen en riesgo l,
integridad de este paisaje de humedales y las funciones ecosistémica,
"del mismo, fundamentales para el bienestar de las poblaciones",
"humanas que viven en él, de las numerosas localidades aledañas a",
"este territorio, y de la biodiversidad.",
Alcance geográfico o poblacional,Delta del Paraná y zonas aledañas. Directa e indirectamente alcanza a\nmás de 15.000.000 de personas.
"Adaptación, mitigación o pérdidas y daños",Adaptación
Riesgos climáticos asociados,"El sistema de humedales del Delta del Paraná sostiene funciones\necosistémicas relacionadas a la regulación del ciclo hidrológico y el\nsostenimiento de biodiversidad, prestando servicios ecosistémicos de\nretención de agua, morigeración de inundaciones y provisión de\nrecursos (forrajes, frutos, madera, etc). La protección de su integridad\npermite reducir en forma directa vulnerabilidades relacionadas a los\nsuelos para los ecosistemas y en forma indirecta vulnerabilidades de\nlas comunidades que allí habitan.\nUn análisis de riesgos detallado de la región PIECAS-DP es parte de lo\nestipulado para la presente medida. Desde la Nación no se han\nrealizado diagnósticos para esta escala. Sin embargo, es posible\nidentificar cuáles riesgos, de los identificados para la región NEA en el\npresente plan, podría abordar la medida. La medida contribuiría a\nreducir riesgos de afectaciones a la ictiofauna por retroceso de\ncaudales y cambios en los hidroperíodos y a la degradación o pérdida\nde bosque nativo y pastizales por incendios exacerbados a causa de\nrachas más largas de días consecutivos secos y aumento de\ntemperaturas. Además, reduciría la afectación de los medios de vida\nde productores/as pequeños, medianos, familiares, campesinos/as e\nindígena."
,l sistema de humedales del Delta del Paraná sostiene funciones
,cosistémicas relacionadas a la regulación del ciclo hidrológico y el
,"ostenimiento de biodiversidad, prestando servicios ecosistémicos d"
,"etención de agua, morigeración de inundaciones y provisión d"
,"ecursos (forrajes, frutos, madera, etc). La protección de su integridad"
,ermite reducir en forma directa vulnerabilidades relacionadas a los
,uelos para los ecosistemas y en forma indirecta vulnerabilidades de
,as comunidades que allí habitan.
,n análisis de riesgos detallado de la región PIECAS-DP es parte de l
,stipulado para la presente medida. Desde la Nación no se ha
,"ealizado diagnósticos para esta escala. Sin embargo, es posible"
,"dentificar cuáles riesgos, de los identificados para la región NEA en el"
,"resente plan, podría abordar la medida. La medida contribuiría"
,educir riesgos de afectaciones a la ictiofauna por retroceso de
,audales y cambios en los hidroperíodos y a la degradación o pérdida
,e bosque nativo y pastizales por incendios exacerbados a causa de
,achas más largas de días consecutivos secos y aumento de
,"emperaturas. Además, reduciría la afectación de los medios de vid"
,"e productores/as pequeños, medianos, familiares, campesinos/as e"
,ndígena.
Reducción estimada de emisiones al 2030 (MtCO2e),Con la información disponible al momento no se puede estimar la\nreducción de emisiones para esta medida en particular.
Autoridad de aplicación,Ministerio de Ambiente y Desarrollo Sostenible:\n⠀\nDirección Nacional de Cambio Climático\n⠀\nDirección Nacional de Planificación y Ordenamiento Ambiental\nTerritorial
Estado de implementación,En implementación inicial\nNota: el proceso de elaboración del PRACC-DP cuenta con diferentes
ota: el proceso de elaboración del PRACC-DP cuenta con diferentes,
"El sistema de humedales del Delta del Paraná sostiene funciones ecosistémicas relacionadas a la regulación del ciclo hidrológico y el sostenimiento de biodiversidad, prestando servicios ecosistémicos de retención de agua, morigeración de inundaciones y provisión de recursos (forrajes, frutos, madera, etc). La protección de su integridad permite reducir en forma directa vulnerabilidades relacionadas a los suelos para los ecosistemas y en forma indirecta vulnerabilidades de las comunidades que allí habitan. Un análisis de riesgos detallado de la región PIECAS-DP es parte de lo estipulado para la presente medida. Desde la Nación no se han realizado diagnósticos para esta escala. Sin embargo, es posible identificar cuáles riesgos, de los identificados para la región NEA en el presente plan, podría abordar la medida. La medida contribuiría a reducir riesgos de afectaciones a la ictiofauna por retroceso de caudales y cambios en los hidroperíodos y a la degradación o pérdida de bosque nativo y pastizales por incendios exacerbados a causa de rachas más largas de días consecutivos secos y aumento de temperaturas. Además, reduciría la afectación de los medios de vida de productores/as pequeños, medianos, familiares, campesinos/as e indígena.",
l sistema de humedales del Delta del Paraná sostiene funciones,
cosistémicas relacionadas a la regulación del ciclo hidrológico y el,
"ostenimiento de biodiversidad, prestando servicios ecosistémicos d",
"etención de agua, morigeración de inundaciones y provisión d",
"ecursos (forrajes, frutos, madera, etc). La protección de su integridad",
ermite reducir en forma directa vulnerabilidades relacionadas a los,
uelos para los ecosistemas y en forma indirecta vulnerabilidades de,
as comunidades que allí habitan.,
"El sistema de humedales del Delta del Paraná sostiene funciones ecosistémicas relacionadas a la regulación del ciclo hidrológico y el sostenimiento de biodiversidad, prestando servicios ecosistémicos de retención de agua, morigeración de inundaciones y provisión de recursos (forrajes, frutos, madera, etc). La protección de su integridad permite reducir en forma directa vulnerabilidades relacionadas a los suelos para los ecosistemas y en forma indirecta vulnerabilidades de las comunidades que allí habitan. Un análisis de riesgos detallado de la región PIECAS-DP es parte de lo estipulado para la presente medida. Desde la Nación no se han realizado diagnósticos para esta escala. Sin embargo, es posible identificar cuáles riesgos, de los identificados para la región NEA en el presente plan, podría abordar la medida. La medida contribuiría a reducir riesgos de afectaciones a la ictiofauna por retroceso de caudales y cambios en los hidroperíodos y a la degradación o pérdida de bosque nativo y pastizales por incendios exacerbados a causa de rachas más largas de días consecutivos secos y aumento de temperaturas. Además, reduciría la afectación de los medios de vida de productores/as pequeños, medianos, familiares, campesinos/as e indígena.",
